title,variant,price,imgUrl,link,l1,I2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数,ADO
提供僧侣用布袋，散装，超值（每包10个）,SSS,1.8,https://cf.shopee.co.th/file/th-11134207-7r98t-lzlockvyhksh09,http://shopee.co.th/product/41636974/21108694591,礼品与包装材料,礼品袋,IVCN2026041457974,225928151172,https://detail.1688.com/offer/44943348869.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2127a84b17724216051715625e10fe&token=f5Ys1S0uI4%2BggpsHirDHtbJLGwEZt0ZxWVTnPxgQY7jx2ggogM6Ra597hX%2FAmXVJ,P0,2026/7/1,21108694591,3.67258,,5,7.43
提供僧侣用布袋，散装，超值（每包10个）,XS,1.2,https://cf.shopee.co.th/file/th-11134207-7r992-lzlod8intv2985,http://shopee.co.th/product/41636974/21108694591,礼品与包装材料,礼品袋,IVCN2026041457974,225928151173,https://detail.1688.com/offer/669853108632.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,2026/7/1,21108694591,6.51316,,5,3.71
提供僧侣用布袋，散装，超值（每包10个）,S,1.4,https://cf.shopee.co.th/file/th-11134207-7r98q-lzlod8inv9mp4e,http://shopee.co.th/product/41636974/21108694591,礼品与包装材料,礼品袋,IVCN2026041457974,225928151174,https://detail.1688.com/offer/694193023557.html?spm=a26352.b28411319/2508.0.0,P0,2026/7/1,21108694591,9.85874,高价品，流量翻倍,5,6.14
提供僧侣用布袋，散装，超值（每包10个）,L,2,https://cf.shopee.co.th/file/th-11134207-7r98q-lzloe3xvugfdd0,http://shopee.co.th/product/41636974/21108694591,礼品与包装材料,礼品袋,IVCN2026041457974,225928151176,https://detail.1688.com/offer/694193023557.html?spm=a26352.b28411319/2508.0.0,P0,2026/7/1,21108694591,18.68534,高价品，流量翻倍,5,1.43
牛皮纸送货袋 31x19x30（400 个装，最优价格）,牛皮纸送货袋 31x19x30（400 个装，最优价格）,136,https://cf.shopee.com.br/file/br-11134207-7r98o-lx76woq83zjzc8,http://shopee.com.br/product/288140302/21112152450,礼品与包装材料,礼品袋,IVCN2026051380431,163270683879,https://detail.1688.com/offer/45699791894.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bb405a417786566394694240e0bf1&token=eUFlBfCSR80D%2FsW86trG0A6PmrGkBW94EUmYHb8dlbrckTLAF7c7dJVl5jVme9Ju,P0,2026/7/1,21112152450,192.79735,高价品，流量翻倍,1,
10个便当盒和甜点盒,10个便当盒和甜点盒,28.8,https://cf.shopee.com.br/file/br-11134207-7r98o-lzw2mxfhxxz54f,http://shopee.com.br/product/393830764/21123870112,礼品与包装材料,礼盒,IVCN2025112122513,181240168505,https://detail.1688.com/offer/990860521115.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,2026/7/1,21123870112,31.07044,高价品，流量翻倍,1,1.07
[50 件] 糖果盒婚礼派对礼品礼品门礼物 Kotak Gula Telur Majlis Kahwin,S码 粉色,10.29,https://cf.shopee.com.my/file/my-11134207-7ras9-m507lqd97815bb,http://shopee.com.my/product/497454647/21127219070,礼品与包装材料,礼盒,IVCN202601194529,176919545922,https://detail.1688.com/offer/778874246151.html?spm=a26352.b28411319/2508.0.0,P1,2026/7/1,21127219070,10.29922,,6,1.64
[50 件] 糖果盒婚礼派对礼品礼品门礼物 Kotak Gula Telur Majlis Kahwin,S码 红色,10.29,https://cf.shopee.com.my/file/my-11134207-7rasd-m507lvut64mg78,http://shopee.com.my/product/497454647/21127219070,礼品与包装材料,礼盒,IVCN202601194529,176919545923,https://detail.1688.com/offer/778874246151.html?spm=a26352.b28411319/2508.0.0,P1,2026/7/1,21127219070,10.29922,,6,4.14
[50 件] 糖果盒婚礼派对礼品礼品门礼物 Kotak Gula Telur Majlis Kahwin,S码 蓝色,10.29,https://cf.shopee.com.my/file/my-11134207-7rasi-m507m8359qzs86,http://shopee.com.my/product/497454647/21127219070,礼品与包装材料,礼盒,IVCN202601194529,176919545925,https://detail.1688.com/offer/778874246151.html?spm=a26352.b28411319/2508.0.0.37cd1e62oXWCzT,P1,2026/7/1,21127219070,10.29922,,6,0.71
[50 件] 糖果盒婚礼派对礼品礼品门礼物 Kotak Gula Telur Majlis Kahwin,M号金色,10.25,https://cf.shopee.com.my/file/my-11134207-7rasm-m507mpelxduxfb,http://shopee.com.my/product/497454647/21127219070,礼品与包装材料,礼盒,IVCN202601194529,176919545928,https://detail.1688.com/offer/778860376816.html?spm=a26352.b28411319.offerlist.10.6aba1e62LswYck,P1,2026/7/1,21127219070,10.25665,高价品，流量翻倍,6,4.07
[50 件] 糖果盒婚礼派对礼品礼品门礼物 Kotak Gula Telur Majlis Kahwin,M码 蓝色,5.86,https://cf.shopee.com.my/file/my-11134207-7rasg-m507mt6ue0vc13,http://shopee.com.my/product/497454647/21127219070,礼品与包装材料,礼盒,IVCN202601194529,176919545929,https://detail.1688.com/offer/778874246151.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/7/1,21127219070,5.86262,,6,1.36
[50 件] 糖果盒婚礼派对礼品礼品门礼物 Kotak Gula Telur Majlis Kahwin,L号金色,14.61,https://cf.shopee.com.my/file/my-11134207-7rasf-m507n9ug0ktlec,http://shopee.com.my/product/497454647/21127219070,礼品与包装材料,礼盒,IVCN202601194529,176919545932,https://detail.1688.com/offer/778860376816.html?spm=a26352.b28411319/2508.0.0,P1,2026/7/1,21127219070,14.61677,高价品，流量翻倍,6,0.29
连续式无碳复写纸，9x11英寸，白色、蓝色、黄色、粉色。每盒500套。,连续式无碳复写纸，9x11英寸，白色、蓝色、黄色、粉色。每盒500套。,19.17,https://cf.shopee.co.th/file/4566fe65ec835c0eb41cb841c5f7f094,http://shopee.co.th/product/104664831/21137091382,笔记本与纸质用品,热敏纸和连续纸,IVCN202601195243,201895773911,https://detail.1688.com/offer/628101627699.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=8398c4a272f64694aef64aa9e7430dc3&sessionid=3920c2c77f1468cca9fb0a5cd71d2c3d,P1,2026/7/1,21137091382,19.17436,高价品，流量翻倍,1,0.71
POST-IT 超强粘性便签纸，型号 2027-SSGFA，多种颜色，3x3 英寸（5 张装）,POST-IT 超强粘性便签纸，型号 2027-SSGFA，多种颜色，3x3 英寸（5 张装）,10,https://cf.shopee.co.th/file/sg-11134201-823q5-moipkqhvjoy7d4,http://shopee.co.th/product/369751985/21137695925,笔记本与纸质用品,备忘录和便签,IVCN202601194131,155555423768,,P1,2026/7/1,21137695925,10.00727,,1,2.57
1000条丝带，巴西产装饰丝带，世界杯塑料材质，绿色和黄色，巴西,1000条丝带，巴西产装饰丝带，世界杯塑料材质，绿色和黄色，巴西,21.55,https://cf.shopee.com.br/file/7e58baa9a6c5e940001c468656b76386,http://shopee.com.br/product/349287616/21144234021,礼品与包装材料,丝带,IVCN2026051380543,174407412611,无同款,P1,2026/7/1,21144234021,21.55214,高价品，流量翻倍,1,
Pencom CPS01，1.0毫米笔尖，按压式油性墨水笔。（如果您需要收据，请在备注中注明，并在聊天中发送您的姓名和地址。）,12支蓝色钢笔,1.57,https://cf.shopee.co.th/file/th-11134207-23020-y1reru8bfynv6f,http://shopee.co.th/product/68457033/21145046640,写作与校对,钢笔和墨水,IVCN2026041455932,192277624646,https://detail.1688.com/offer/642756831436.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/7/1,21145046640,1.57377,,1,6.21
100个塑料袋 - 30x45 - 丝带提手 / 高品质,婴儿粉,28,https://cf.shopee.com.br/file/br-11134207-7r98o-ly5l4xpe06qt76,http://shopee.com.br/product/497642677/21148966106,礼品与包装材料,礼品袋,IVCN2025112121823,164575430564,https://detail.1688.com/offer/893554328328.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=fe59028bd49141059af92580a0608574&sessionid=5e1c0644c3250b257c5bd6f4bcc6895a,P0,2026/7/1,21148966106,76.68113,高价品，流量翻倍,1,
快速贴纸配送，产品标签贴纸，加急贴纸当天送达。,白色光面防水 A3+，3x3厘米,0.1,https://cf.shopee.co.th/file/th-11134207-81ztq-mmmu7h5gz1u72c,http://shopee.co.th/product/181508905/21150769862,笔记本与纸质用品,标签和贴纸,IVCN2026041457320,202690478789,,P0,2026/7/1,21150769862,0.41117,,2,10
快速贴纸配送，产品标签贴纸，加急贴纸当天送达。,白色光面防水 A3+，4x​​4厘米,0.41,https://cf.shopee.co.th/file/th-11134207-81ztq-mmmu7h5gz1u72c,http://shopee.co.th/product/181508905/21150769862,笔记本与纸质用品,标签和贴纸,IVCN2026041457320,202690478791,,P1,2026/7/1,21150769862,0.41117,,2,13.5
[6.6] 车牌标记笔、轮胎标记笔、车牌书写笔。可淡化车牌，字迹清晰，防水。,黑色的,1.25,https://cf.shopee.co.th/file/97e3bcb41cebafb6bcb17302a67eac71,http://shopee.co.th/product/425744463/21157642069,写作与校对,标记,IVCN202606175505,136996065300,https://detail.1688.com/offer/556720878398.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,2026/7/1,21157642069,2.49066,,1,4.71
可打印贴纸纸，光面/哑光牛皮纸，喷墨打印，A4尺寸,100张A4哑光纸,5.62,https://cf.shopee.ph/file/sg-11134201-23010-414bolctczlv6d,http://shopee.ph/product/915118942/21170680639,笔记本与纸质用品,标签和贴纸,IVCN202602284819,213687387063,https://detail.1688.com/offer/1012647913661.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/7/1,21170680639,5.62542,,1,7.14
1对5指握笔器，适用于儿童学前儿童，矫正姿势，辅助书写，带包装盒,蓝和绿,1.1,https://cf.shopee.ph/file/sg-11134201-7qvg7-lf4u304q3abs30,http://shopee.ph/product/71005700/21177657939,写作与校对,铅笔,IVCN2026061713059,231395212281,,P2,2026/7/1,21177657939,1.10501,,1,
【At Best】大号白色泡沫网，L号（500-1000片装）15、17、20、30厘米。水果网，水果包装泡沫。,PN 20L 白色 (500),3.2,https://cf.shopee.co.th/file/th-11134207-7r992-lwsgxrqmlvw096,http://shopee.co.th/product/170436592/21192476990,礼品与包装材料,气泡膜,IVCN202601195015,197599545704,https://detail.1688.com/offer/599278670887.html?spm=a26352.b28411319/2508.0.0.1a491e62CFIh4H,P1,2026/7/1,21192476990,3.20135,高价品，流量翻倍,1,0.57
A3尺寸水彩纸，100张，另赠送10张，200gsm克重。,A3尺寸水彩纸，100张，另赠送10张，200gsm克重。,8.8,https://cf.shopee.vn/file/vn-11134207-81ztc-mogj4m5rbwge2e,http://shopee.vn/product/838474255/21195263719,笔记本与纸质用品,艺术纸和纸板,IVCN2026061714807,255030468747,https://detail.1688.com/offer/670346544049.html?spm=a26352.13672862.offerlist.1.24cd4a1fNeMhQU&cosite=-&tracelog=p4p&_p_isad=1&clickid=746abdaddbe64540b25fdcfcef1d449f&sessionid=961e290a1b95c3941bd69625711b2f14,P0,2026/7/1,21195263719,15.30925,高价品，流量翻倍,1,
牛皮纸礼品袋 - 50 个装（18x10x23 厘米），通用款，用心制作,牛皮纸礼品袋 - 50 个装（18x10x23 厘米），通用款，用心制作,6,https://cf.shopee.com.br/file/br-11134207-7r98o-lvuhr0x9ahth96,http://shopee.com.br/product/288140302/21197690492,礼品与包装材料,礼品袋,IVCN202601055493,238768217209,https://detail.1688.com/offer/788094243254.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2146938717611137824574254e0f3e&token=vzpNA8HSRkw6ZmbEBsAtA1V%2Bc2dfPo99UPzSgV2Q7%2BqgJPLf%2FYLzN7H5FAMN9ZuK,P0,2026/7/1,21197690492,16.53002,高价品，流量翻倍,1,0.36
调料罐用不干胶标签，厨房，黑色黑板+粉笔笔，调味品收纳标签,瓦楞纸标签 - 150 个,0.39,https://cf.shopee.com.br/file/br-11134207-81z1k-mhvt47sc4cg3c5,http://shopee.com.br/product/626268708/21198199870,笔记本与纸质用品,标签和贴纸,IVCN202604158773,189607862751,https://detail.1688.com/offer/715263235658.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/7/1,21198199870,0.39404,,2,8.57
调料罐用不干胶标签，厨房，黑色黑板+粉笔笔，调味品收纳标签,瓦楞纸 - 300 个标签,3.5,https://cf.shopee.com.br/file/br-11134207-81z1k-mhvt47sc2xvnf8,http://shopee.com.br/product/626268708/21198199870,笔记本与纸质用品,标签和贴纸,IVCN202604158773,189607862752,https://detail.1688.com/offer/600979928730.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/7/1,21198199870,8.66537,高价品，流量翻倍,2,2.36
10至50个白雪公主纸袋，尺寸25x17x6厘米，派对礼品袋惊喜装,30,8.26,https://cf.shopee.com.br/file/sg-11134201-7rbmu-lmdm1lclonqbf8,http://shopee.com.br/product/306026104/21198992891,礼品与包装材料,礼品袋,IVCN2025122313383,229394868829,https://detail.1688.com/offer/771392080489.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/7/1,21198992891,8.26385,高价品，流量翻倍,1,1
150张印有励志短语的乙烯基贴纸，适用于学生、教师和儿童 - 励志标签,150张印有励志短语的乙烯基贴纸，适用于学生、教师和儿童 - 励志标签,0.27,https://cf.shopee.com.br/file/br-11134207-7r98o-lpsrbbwd8avz8f,http://shopee.com.br/product/494325389/21199182032,笔记本与纸质用品,标签和贴纸,IVCN202602284455,179394532884,,P0,2026/7/1,21199182032,2.44145,,1,1.07
用于配送的牛皮纸袋，36x24x14厘米，每包100张。,用于配送的牛皮纸袋，36x24x14厘米，每包100张。,24.25,https://cf.shopee.com.br/file/br-11134207-820lj-mmta60d6g16se7,http://shopee.com.br/product/344917247/21199547319,笔记本与纸质用品,艺术纸和纸板,IVCN2026041457702,219167690362,https://detail.1688.com/offer/44234091295.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=a0792e7e6e76456cb1b80abcb351dc47&sessionid=aa8076ec4406efaaa30d20ed822d52ad,P1,2026/7/1,21199547319,24.25424,高价品，流量翻倍,1,
1000张标签，适用于珠宝、人造首饰、戒指、光学用品，95x12毫米乙烯基不干胶,1000 台,3.8,https://cf.shopee.com.br/file/br-11134207-7r98o-m7i6rztjc0ui52,http://shopee.com.br/product/1192564398/21199596232,笔记本与纸质用品,标签和贴纸,IVCN202602284803,209603739665,https://detail.1688.com/offer/770781521353.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/7/1,21199596232,3.8,,1,0.57
白色牛皮纸送货袋 PP 18x9.5x25 厘米（50 个装）,白色牛皮纸送货袋 PP 18x9.5x25 厘米（50 个装）,6.5,https://cf.shopee.com.br/file/br-11134207-7r98o-mcg7iw2uactk87,http://shopee.com.br/product/1257323642/21199597444,礼品与包装材料,礼品袋,IVCN2026061710017,199603185643,https://detail.1688.com/offer/773668992022.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/7/1,21199597444,6.6748,高价品，流量翻倍,1,2.71
Maxi Albano 黑金丝带 32mm x 100 米 蝴蝶结礼品装饰包装,Maxi Albano 黑金丝带 32mm x 100 米 蝴蝶结礼品装饰包装,19.97,https://cf.shopee.com.br/file/br-11134207-81z1k-mim106ql845ff6,http://shopee.com.br/product/1298506435/21199839581,礼品与包装材料,丝带,IVCN202606178305,179718489945,https://detail.1688.com/offer/551177466042.html?spm=a26352.b28411319.offerlist.32.3a121e62xS81S3&cosite=-&tracelog=p4p&_p_isad=1&clickid=1455a47b487041e4840a80cf049ed537&sessionid=e71af1555b8d5bd71e78bd33001e0a44,P1,2026/7/1,21199839581,19.97296,高价品，流量翻倍,1,7.36
一套5本麦秸笔记本及一支笔,紫色的,6.79,https://cf.shopee.com.br/file/br-11134207-7r98o-mctb2s98e04y35,http://shopee.com.br/product/416276566/21199844495,笔记本与纸质用品,笔记本和便签本,IVCN202606175815,139835007244,https://detail.1688.com/offer/991154354758.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/7/1,21199844495,6.79459,高价品，流量翻倍,1,
100 个 330/300 毫升 PP 塑料杯，带加强型 PET 气泡盖（无孔）,100 个 330/300 毫升 PP 塑料杯，带加强型 PET 气泡盖（无孔）,20.21,https://cf.shopee.com.br/file/br-11134207-81z1k-mezo6da9c4qsfe,http://shopee.com.br/product/414534319/21224633049,礼品与包装材料,其他的,IVCN2026021029191,211279480129,https://detail.1688.com/offer/943062761738.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/7/1,21224633049,20.21882,高价品，流量翻倍,1,1.36
（5米/卷）天然黄麻花边/丝带花边饰边/派对、婚礼、家居装饰,80毫米/3.2英寸宽,2.89,https://cf.shopee.ph/file/0b7168d6bf04762c8934b6a427b6b0b3,http://shopee.ph/product/757677157/21229546932,礼品与包装材料,丝带,IVCN202603161667,173893566742,https://detail.1688.com/offer/798304950916.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2107d64617567998333597991e0f93&token=aTMq%2ByIvN9cz202lKeXt8GZgYK6iDXjBlaCbQuX8iGTLO4JThU4paX1v1MiuiVSR,P1,2026/7/1,21229546932,2.89545,,1,1.14
什锦吉事果礼盒，内含500个,什锦吉事果礼盒，内含500个,25.5,https://cf.shopee.com.br/file/d4c6015caea5f9b64aec8f5a27fca884,http://shopee.com.br/product/794851011/21236387398,其他,#VALUE!,IVCN2025112122515,181861679378,无同款,P1,2026/7/1,21236387398,25.50905,高价品，流量翻倍,1,0.36
Deli 6支/套 0.5mm 按压式彩色凝胶笔 彩色记号笔 学校用品 EG118-6C,每盒6种颜色,3.28,https://cf.shopee.ph/file/ph-11134207-7r990-lm2lr3rrxf2n7b,http://shopee.ph/product/822453082/21236584000,写作与校对,钢笔和墨水,IVCN202511278374,69351937754,https://detail.1688.com/offer/876116087276.html?kj_agent_plugin=aliprice&fromkv=xytTrace:210702e017642249814878122e14fe&token=2wfVRhWZTmSqGbglf7z9z3jb7au8WxDr2ovQjAnCgnABDgW3v0pPCBHhxqyZT7gJ,P1,2026/7/1,21236584000,3.2873,,1,12.79
德利 12支装 0.5mm 高容量速干墨水圆珠笔 签字笔 文具 学生用品 S05,0.5毫米*12颗黑色,4.58,https://cf.shopee.ph/file/ph-11134207-7rasm-m8309s26mfxv0c,http://shopee.ph/product/822453082/21236594707,写作与校对,钢笔和墨水,IVCN202603164373,253054443767,https://detail.1688.com/offer/959886609346.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917653346260215544e0dfa&token=s66qV%2BWXq8Zz%2B%2BzuOL6s9%2BpwRZY7FngxPahQAjv59NjtiS%2FLne1YmCat3b%2FqvSDb,P1,2026/7/1,21236594707,4.58259,,2,33.07
德利 12支装 0.5mm 高容量速干墨水圆珠笔 签字笔 文具 学生用品 S05,0.5毫米*12颗红色,5.46,https://cf.shopee.ph/file/ph-11134207-7rasa-m8309u5xi7354a,http://shopee.ph/product/822453082/21236594707,写作与校对,钢笔和墨水,IVCN202603164373,253054443768,https://detail.1688.com/offer/804059020939.html?spm=a26352.b28411319.offerlist.6.59e71e626PjkK2&cosite=-&tracelog=p4p&_p_isad=1&clickid=115dcc69722a4f78985fba58b44ae622&sessionid=84ba86c6cf56d490060c84220546c53d,P1,2026/7/1,21236594707,5.469,,2,6
东京风格纸袋/包装袋，素色纸袋，无侧袋或印刷图案。约950个（10包）。尺寸：14*20厘米。,东京风格纸袋/包装袋，素色纸袋，无侧袋或印刷图案。约950个（10包）。尺寸：14*20厘米。,24.67,https://cf.shopee.co.th/file/f93b59d22ef734f98e36ddef06fed298,http://shopee.co.th/product/149636458/21241388080,礼品与包装材料,礼品袋,IVCN202601054381,182101240731,无同款,P1,2026/7/1,21241388080,24.67074,高价品，流量翻倍,1,6.21
50个珍珠色BOPP袋，尺寸45x59厘米，礼品包装,女士系列,13.75,https://cf.shopee.com.br/file/sg-11134201-7rd4q-lwb1sv72r52cd6,http://shopee.com.br/product/498467573/21246822230,礼品与包装材料,礼品包装纸,IVCN202601054313,179397420195,https://detail.1688.com/offer/950854081847.html?spm=a26352.13672862.offerlist.42.4cf91e62nDUWHu&cosite=-&tracelog=p4p&_p_isad=1&clickid=364f06d703784c6191403e749a5058f6&sessionid=9aada701f0acaca8759b5803211c02e3,P0,2026/7/1,21246822230,34.82384,高价品，流量翻倍,2,
50个珍珠色BOPP袋，尺寸45x59厘米，礼品包装,儿童系列,13.75,https://cf.shopee.com.br/file/sg-11134201-7rd6w-lwb1r7km08gh78,http://shopee.com.br/product/498467573/21246822230,礼品与包装材料,礼品包装纸,IVCN202601054313,179397420196,https://detail.1688.com/offer/950854081847.html?spm=a26352.13672862.offerlist.42.4cf91e62nDUWHu&cosite=-&tracelog=p4p&_p_isad=1&clickid=364f06d703784c6191403e749a5058f6&sessionid=9aada701f0acaca8759b5803211c02e3,P0,2026/7/1,21246822230,31.9763,高价品，流量翻倍,2,0.43
100 个牛皮纸袋，S 号，用于外卖包装（28x18x09 厘米），适用于汉堡、三明治和咸味小吃。,爱与风味,12.28,https://cf.shopee.com.br/file/br-11134207-7r98o-lzt2cnpwvin921,http://shopee.com.br/product/393705866/21249487070,礼品与包装材料,礼品袋,IVCN202601054889,209166242697,https://detail.1688.com/offer/629808453951.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2166083e17567999273988461e0cd6&token=vNKEgN%2BeE4fVOT9hVKhdvAN1G51lzymZ7JQzi7dc%2BdWyrtPsXpC%2F0hJxsh2W8IL3,P1,2026/7/1,21249487070,12.28849,高价品，流量翻倍,1,3.79
单向阀加厚铝箔自封咖啡豆袋 100克 250克 500克 1公斤 袋装 便宜散装 颜色,白色，1公斤装（10件）,6.96,https://cf.shopee.com.my/file/my-11134207-7r98w-lu3dmru7trrhd5,http://shopee.com.my/product/79875262/21277119051,礼品与包装材料,其他的,IVCN2026031925704,214117318871,https://detail.1688.com/offer/801188481673.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A2133d7d417611146484792934e18db&token=O1oDvvSCovt7BzBLOswfF3HyNQst0Jik6mqssr0uN4%2BszCSoEOyHQ2M0ZNBf0c1w&tracelog=cps&clickid=03e63937fcb0832d4596dabd0a002530&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDCA9EEBE1B1B62E86E8AF2AB4BE1860E023B22ED959B38163BFDA3649FC120D8097EEF6D6099BA67CE089F770C23C101B7B3929A86CE02DF05AB30CB28A4E930D1B5857579B20B4E2A86E824F9CCBDC396DE146EEED071A5D035BCC0D4D48D32AA1FAFDA8DCF274DA4AB95E0AAD6B699415DC263204255FC95CACF299B9242990753724731B50C533F52FF3D60B0496B21%26cbu_cps_trace_flag%3Dwrite,P1,2026/7/1,21277119051,6.96528,,1,
【泰国现货🇹🇭】“感谢您的订购”贴纸（50张/包）,【泰国现货🇹🇭】“感谢您的订购”贴纸（50张/包）,0.41,https://cf.shopee.co.th/file/th-11134207-7qula-lezxu5jnkg6l6a,http://shopee.co.th/product/156600858/21277469123,笔记本与纸质用品,标签和贴纸,IVCN2026021028711,59288777470,https://detail.1688.com/offer/675005098193.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/7/1,21277469123,0.41831,,1,6.21
MCM 包装标签，100x75x1000 张，折叠式（4 包/箱），用于打印运输标签的直接热敏标签。,可折叠标志,12.95,https://cf.shopee.co.th/file/th-11134207-7rasf-m4fxuztkqwsq84,http://shopee.co.th/product/450444072/21282903562,笔记本与纸质用品,热敏纸和连续纸,IVCN202603160571,108157726753,https://detail.1688.com/offer/832109859125.html?spm=a26352.b28411319/2508.0.0.6fd71e62pyZIL5,P0,2026/7/1,21282903562,36.53428,高价品，流量翻倍,1,1.5
20个装 LOVE 粉色透明花卉塑料包装袋，直筒型，适用于情人节、婚礼、生日装饰,爱 - 黑色（20 件）,3.3,https://cf.shopee.com.br/file/sg-11134201-7rbk9-lpg6ygxu6bbx43,http://shopee.com.br/product/498020912/21287084808,礼品与包装材料,礼品包装纸,IVCN202606174013,99489448893,https://detail.1688.com/offer/712198098087.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/7/1,21287084808,4.92597,高价品，流量翻倍,2,
20个装 LOVE 粉色透明花卉塑料包装袋，直筒型，适用于情人节、婚礼、生日装饰,爱心 - 白色（20 片）,0.36,https://cf.shopee.com.br/file/sg-11134201-7rbmc-lpg6yia492dzc8,http://shopee.com.br/product/498020912/21287084808,礼品与包装材料,礼品包装纸,IVCN202606174013,99489448895,,P2,2026/7/1,21287084808,0.36204,,2,
NIIMBOT B21/B1/B31 珠宝标签贴纸纸，眼镜价格标签纸（热敏型）,02F 白色珠宝,17.52,https://cf.shopee.ph/file/cn-11134207-7ras8-m4qwdmcz3t2vba,http://shopee.ph/product/1031887960/21291769532,笔记本与纸质用品,热敏纸和连续纸,IVCN2026061711253,216946774377,https://detail.1688.com/offer/748884540312.html?_t=1782206448623&spm=a2615.7691456/2506.co_0_0_wangpu_score_0_0_0_0_1_0_0000_0.0,P1,2026/7/1,21291769532,17.52216,,1,0.64
鲜花礼品包装，信封式，我爱你（5个）,鲜花礼品包装，信封式，我爱你（5个）,5.71,https://cf.shopee.com.br/file/br-11134207-7r98o-m9ivgop6auwy81,http://shopee.com.br/product/411248075/21297083131,礼品与包装材料,其他的,IVCN2026041457786,219574998968,https://detail.1688.com/offer/673767368739.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i35&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/7/1,21297083131,5.71148,高价品，流量翻倍,1,0.71
100个牛皮纸礼品袋，心形，小号，18x10.5x26厘米,100个牛皮纸礼品袋，心形，小号，18x10.5x26厘米,66,https://cf.shopee.com.br/file/br-11134207-7r98o-m0kpq05hkk0t60,http://shopee.com.br/product/1028552496/21297265964,礼品与包装材料,礼品袋,IVCN2025112121143,139823396584,https://detail.1688.com/offer/858400404760.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/7/1,21297265964,79.66665,高价品，流量翻倍,1,0.93
